Austin FC,New York Red Bulls
0.18782011021029274,0.30457668125513065
0.31408605493315267,0.362090625971669
0.26261844323543915,0.21523253335788087
0.14638970359484066,0.08529180283037004
0.061200800640379666,0.0253494145955573
0.020468860347664534,0.0060272410619853336
