Xolos,Mazatlán Fútbol Club
0.2570484819810266,0.42781834384134965
0.3491979377855456,0.363241990053976
0.23719105208074795,0.15420650521159357
0.10740726886675378,0.04364335053158306
0.036477940369840915,0.009263918744911498
0.009910987572183201,0.0015731182774378018
