Seattle Sounders,Colorado Rapids
0.2784471755082173,0.3583783269583472
0.356002207630491,0.3677556798376542
0.22757920170399268,0.1886892006008138
0.09698871137710074,0.06454215189659136
0.031000669429007564,0.01655774161231211
0.007927038034849149,0.0033981985322007373
