Toronto FC,Charlotte FC
0.24321029230855343,0.22712837769262414
0.3438577180176543,0.3366587394915744
0.24307797404047282,0.2495045049576303
0.11455688087940903,0.12327517590100594
0.04049095462666455,0.04568084551019811
0.011449455634564528,0.013541994201345511
