Bravos,Toluca
0.5677706449845392,0.38930342505724796
0.3213796103686071,0.36726738212947924
0.09095649350054917,0.1732393311931506
0.01716160254727343,0.05447777710476436
0.002428528662350013,0.012848532336029325
0.0002749277730962279,0.002424251384156478
