Houston Dynamo,Minnesota United FC
0.3306353703234376,0.2320142616863523
0.3659270958314285,0.338962728951725
0.2024929143736737,0.24760489028411972
0.07470227601553536,0.12057998604981818
0.020668982637597214,0.04404052668070479
0.004575034294103187,0.01286825818349344
