match,team,player,minutes,position,number,goal_total,goal_conceded,goal_assists,goal_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,dribbles_attempts,dribbles_success,dribbles_past
710656,42.0,20355.0,90.0,G,32.0,,0.0,,1.0,32.0,,27.0,,,,,,
710656,42.0,2597.0,90.0,D,18.0,,0.0,,,49.0,2.0,41.0,5.0,,,1.0,,1.0
710656,42.0,19959.0,90.0,D,4.0,,0.0,,,81.0,,70.0,,3.0,2.0,4.0,2.0,1.0
710656,42.0,22224.0,90.0,D,6.0,,0.0,,,77.0,,73.0,1.0,1.0,,,,
710656,42.0,41577.0,90.0,D,20.0,,0.0,,,35.0,,27.0,1.0,,,4.0,2.0,1.0
710656,42.0,1460.0,89.0,M,7.0,,0.0,,,29.0,2.0,22.0,3.0,,,5.0,3.0,
710656,42.0,1427.0,90.0,M,23.0,,0.0,,,70.0,,61.0,1.0,,1.0,,,
710656,42.0,1456.0,90.0,M,15.0,,0.0,,,34.0,1.0,29.0,5.0,,2.0,1.0,1.0,
710656,42.0,1161.0,86.0,M,10.0,1.0,0.0,,,24.0,,23.0,1.0,,,1.0,1.0,1.0
710656,42.0,1467.0,69.0,F,9.0,,0.0,,,19.0,1.0,12.0,1.0,,,3.0,1.0,2.0
710656,42.0,1465.0,90.0,F,14.0,,0.0,,,15.0,,9.0,1.0,,,,,1.0
710656,42.0,1438.0,,G,1.0,,0.0,,,,,,,,,,,
710656,42.0,1117.0,,D,3.0,,0.0,,,,,,,,,,,
710656,42.0,1440.0,,D,16.0,,0.0,,,,,,,,,,,
710656,42.0,190.0,,D,17.0,,0.0,,,,,,,,,,,
710656,42.0,127769.0,1.0,F,35.0,,0.0,,,3.0,,2.0,,,,1.0,1.0,
710656,42.0,37127.0,21.0,M,8.0,,0.0,,,10.0,,5.0,2.0,,,2.0,1.0,
710656,42.0,1452.0,12.0,M,25.0,,0.0,,,6.0,2.0,6.0,1.0,,,,,
710656,42.0,3246.0,,F,19.0,,0.0,,,,,,,,,,,
710656,42.0,1468.0,,F,30.0,,0.0,,,,,,,,,,,
710656,38.0,18791.0,90.0,G,1.0,,1.0,,5.0,35.0,,16.0,,,,,,
710656,38.0,18794.0,90.0,D,21.0,,0.0,,,39.0,,34.0,3.0,,2.0,,,2.0
710656,38.0,18793.0,89.0,D,15.0,,0.0,,,34.0,,31.0,,,,,,1.0
710656,38.0,30503.0,90.0,D,13.0,,0.0,,,36.0,1.0,33.0,,1.0,1.0,1.0,1.0,
710656,38.0,167.0,90.0,D,3.0,,0.0,,,30.0,1.0,23.0,1.0,,2.0,,,3.0
710656,38.0,179.0,90.0,M,19.0,,0.0,,,25.0,1.0,18.0,2.0,1.0,1.0,1.0,,
710656,38.0,2218.0,90.0,M,23.0,,0.0,,,15.0,,9.0,,,,3.0,1.0,
710656,38.0,31023.0,89.0,M,33.0,,0.0,,,28.0,,15.0,1.0,,1.0,2.0,1.0,3.0
710656,38.0,49942.0,62.0,M,18.0,,0.0,,,21.0,,16.0,3.0,,2.0,2.0,1.0,2.0
710656,38.0,80.0,74.0,M,25.0,,0.0,,,18.0,,9.0,4.0,,1.0,5.0,2.0,
710656,38.0,18881.0,90.0,F,7.0,,0.0,,,16.0,1.0,12.0,2.0,,,3.0,1.0,1.0
710656,38.0,44775.0,,G,26.0,,0.0,,,,,,,,,,,
710656,38.0,2773.0,,D,5.0,,0.0,,,,,,,,,,,
710656,38.0,31016.0,,D,31.0,,0.0,,,,,,,,,,,
710656,38.0,18799.0,,D,11.0,,0.0,,,,,,,,,,,
710656,38.0,193296.0,,D,2.0,,0.0,,,,,,,,,,,
710656,38.0,18804.0,,M,8.0,,0.0,,,,,,,,,,,
710656,38.0,47582.0,16.0,F,29.0,,0.0,,,9.0,1.0,4.0,,,,,,
710656,38.0,19251.0,1.0,F,17.0,,0.0,,,,,,1.0,,,,,
710656,38.0,10329.0,28.0,F,10.0,,0.0,,,9.0,1.0,7.0,,,,,,
710657,55.0,47016.0,90.0,G,40.0,,2.0,,4.0,38.0,,30.0,,,,,,
710657,55.0,2731.0,12.0,D,22.0,,0.0,,,1.0,,1.0,,,1.0,,,
710657,55.0,19124.0,90.0,D,18.0,,0.0,,,62.0,,51.0,,1.0,,,,
710657,55.0,19789.0,90.0,D,5.0,,0.0,,,79.0,1.0,61.0,6.0,,1.0,,,
710657,55.0,19352.0,90.0,M,7.0,,0.0,,,45.0,,30.0,1.0,,,3.0,2.0,2.0
710657,55.0,47438.0,90.0,M,8.0,,0.0,,,49.0,7.0,41.0,,,,4.0,4.0,1.0
710657,55.0,30407.0,90.0,M,6.0,,0.0,,,72.0,,61.0,2.0,,,,,5.0
710657,55.0,25073.0,45.0,M,27.0,,0.0,,,23.0,,20.0,2.0,,,,,
710657,55.0,19346.0,69.0,M,3.0,1.0,0.0,,,39.0,,36.0,,,,2.0,2.0,
710657,55.0,20589.0,90.0,F,19.0,,0.0,,,41.0,3.0,29.0,2.0,,1.0,2.0,,1.0
710657,55.0,19974.0,90.0,F,17.0,,0.0,,,30.0,,13.0,3.0,,,,,1.0
710657,55.0,278041.0,,G,41.0,,0.0,,,,,,,,,,,
710657,55.0,15745.0,,D,30.0,,0.0,,,,,,,,,,,
710657,55.0,127469.0,,D,2.0,,0.0,,,,,,,,,,,
710657,55.0,17772.0,78.0,D,4.0,,0.0,,,58.0,3.0,45.0,2.0,,,2.0,1.0,
710657,55.0,276263.0,,D,36.0,,0.0,,,,,,,,,,,
710657,55.0,162189.0,,M,28.0,,0.0,,,,,,,,,,,
710657,55.0,2699.0,45.0,F,14.0,,0.0,1.0,,16.0,1.0,13.0,,,,1.0,,
710657,55.0,15799.0,,M,15.0,,0.0,,,,,,,,,,,
710657,55.0,19363.0,21.0,F,9.0,,0.0,,,6.0,,4.0,1.0,,,1.0,1.0,
710657,71.0,19061.0,90.0,G,1.0,,1.0,,6.0,29.0,,9.0,,,,,,
710657,71.0,19070.0,90.0,D,2.0,,0.0,,,22.0,,12.0,1.0,1.0,1.0,1.0,,
710657,71.0,147835.0,90.0,D,44.0,,0.0,,,24.0,,17.0,2.0,4.0,3.0,,,1.0
710657,71.0,18914.0,90.0,D,4.0,,0.0,,,30.0,,27.0,,1.0,,,,
710657,71.0,138806.0,90.0,D,21.0,,0.0,,,39.0,2.0,31.0,,,1.0,5.0,4.0,2.0
710657,71.0,53525.0,90.0,M,16.0,1.0,0.0,,,36.0,,23.0,3.0,,2.0,2.0,1.0,1.0
710657,71.0,19077.0,90.0,M,23.0,,0.0,,,40.0,,27.0,1.0,,,,,1.0
710657,71.0,19100.0,74.0,M,10.0,,0.0,,,17.0,,10.0,4.0,,,1.0,,2.0
710657,71.0,22170.0,90.0,M,20.0,,0.0,,,38.0,3.0,31.0,5.0,1.0,1.0,2.0,1.0,2.0
710657,71.0,25324.0,89.0,M,17.0,,0.0,,,16.0,1.0,10.0,,,,4.0,2.0,1.0
710657,71.0,19085.0,78.0,F,22.0,1.0,0.0,,,10.0,,5.0,,,,4.0,,
710657,71.0,18933.0,,G,28.0,,0.0,,,,,,,,,,,
710657,71.0,2360.0,16.0,D,30.0,,0.0,,,4.0,,3.0,,,,,,
710657,71.0,15832.0,,M,19.0,,0.0,,,,,,,,,,,
710657,71.0,40774.0,,M,11.0,,0.0,,,,,,,,,,,
710657,71.0,130423.0,,M,8.0,,0.0,,,,,,,,,,,
710657,71.0,720.0,,M,7.0,,0.0,,,,,,,,,,,
710657,71.0,25332.0,12.0,F,24.0,,0.0,,,6.0,,4.0,,,,1.0,1.0,
710657,71.0,130417.0,1.0,F,35.0,,0.0,,,2.0,,2.0,,,,1.0,1.0,
710657,71.0,161800.0,,F,18.0,,0.0,,,,,,,,,,,
710658,51.0,18959.0,90.0,G,1.0,,1.0,,1.0,37.0,1.0,26.0,,,,,,
710658,51.0,537.0,90.0,D,34.0,,0.0,,,65.0,2.0,60.0,3.0,,2.0,,,1.0
710658,51.0,18962.0,90.0,D,24.0,,0.0,,,85.0,,78.0,,,,,,
710658,51.0,18963.0,90.0,D,5.0,,0.0,,,103.0,,95.0,1.0,1.0,2.0,,,
710658,51.0,47380.0,90.0,D,3.0,,0.0,,,68.0,2.0,57.0,3.0,,,2.0,,1.0
710658,51.0,18968.0,90.0,M,8.0,,0.0,,,79.0,,75.0,5.0,,1.0,,,
710658,51.0,295.0,90.0,M,14.0,,0.0,,,82.0,1.0,80.0,,,,,,1.0
710658,51.0,138815.0,75.0,M,2.0,,0.0,,,18.0,2.0,17.0,,,,3.0,1.0,
710658,51.0,1093.0,45.0,M,12.0,,0.0,,,9.0,,7.0,1.0,,1.0,,,
710658,51.0,18973.0,65.0,M,20.0,,0.0,,,24.0,1.0,22.0,,,,,,
710658,51.0,1946.0,90.0,F,11.0,1.0,0.0,,,39.0,3.0,32.0,1.0,,,,,1.0
710658,51.0,18960.0,,G,23.0,,0.0,,,,,,,,,,,
710658,51.0,19265.0,15.0,D,4.0,,0.0,,,20.0,,19.0,,,,,,
710658,51.0,18970.0,,M,13.0,,0.0,,,,,,,,,,,
710658,51.0,40911.0,,M,15.0,,0.0,,,,,,,,,,,
710658,51.0,6716.0,45.0,M,10.0,,0.0,,,17.0,,15.0,1.0,,,2.0,,
710658,51.0,639.0,,M,30.0,,0.0,,,,,,,,,,,
710658,51.0,19364.0,25.0,F,9.0,,0.0,,,7.0,,7.0,,,,1.0,,
710658,51.0,18981.0,,F,27.0,,0.0,,,,,,,,,,,
710658,51.0,202086.0,,F,60.0,,0.0,,,,,,,,,,,
710658,34.0,18885.0,90.0,G,26.0,,1.0,,4.0,21.0,,16.0,,,,,,
710658,34.0,19163.0,90.0,D,23.0,,0.0,,,33.0,,22.0,5.0,,3.0,3.0,1.0,
710658,34.0,2855.0,89.0,D,17.0,,0.0,,,41.0,,37.0,,,,,,
710658,34.0,18894.0,90.0,D,6.0,,0.0,,,32.0,1.0,30.0,1.0,1.0,,,,
710658,34.0,18891.0,90.0,D,2.0,,0.0,1.0,,46.0,1.0,37.0,2.0,1.0,1.0,,,
710658,34.0,18903.0,90.0,D,11.0,,0.0,,,28.0,2.0,20.0,2.0,,,,,1.0
710658,34.0,2507.0,74.0,M,24.0,,0.0,,,15.0,1.0,11.0,1.0,,,1.0,,
710658,34.0,18899.0,90.0,M,14.0,1.0,0.0,,,34.0,,29.0,5.0,,1.0,,,
710658,34.0,18904.0,90.0,M,8.0,,0.0,,,47.0,,34.0,1.0,1.0,,,,
710658,34.0,22173.0,90.0,M,10.0,,0.0,,,15.0,,12.0,,,3.0,4.0,2.0,
710658,34.0,2939.0,90.0,F,9.0,,0.0,,,3.0,,2.0,2.0,,1.0,,,
710658,34.0,18886.0,,G,1.0,,0.0,,,,,,,,,,,
710658,34.0,19076.0,,D,12.0,,0.0,,,,,,,,,,,
710658,34.0,2806.0,,D,5.0,,0.0,,,,,,,,,,,
710658,34.0,18896.0,,D,19.0,,0.0,,,,,,,,,,,
710658,34.0,1463.0,,M,28.0,,0.0,,,,,,,,,,,
710658,34.0,18901.0,,M,36.0,,0.0,,,,,,,,,,,
710658,34.0,18873.0,,M,21.0,,0.0,,,,,,,,,,,
710658,34.0,723.0,16.0,F,7.0,,0.0,,,10.0,,8.0,3.0,,,1.0,1.0,
710658,34.0,19166.0,1.0,F,34.0,,0.0,,,,,,1.0,,,,,
710659,49.0,2986.0,90.0,G,16.0,,1.0,,1.0,27.0,,24.0,,,,,,
710659,49.0,2282.0,90.0,D,4.0,,0.0,,,85.0,1.0,69.0,,,1.0,,,
710659,49.0,259.0,90.0,D,6.0,,0.0,,,84.0,,77.0,4.0,,,,,
710659,49.0,2285.0,90.0,D,2.0,,0.0,,,86.0,2.0,71.0,,,1.0,,,
710659,49.0,19545.0,90.0,M,24.0,,0.0,1.0,,65.0,5.0,52.0,1.0,,,3.0,2.0,
710659,49.0,2290.0,85.0,M,7.0,,0.0,,,49.0,1.0,43.0,1.0,,,3.0,3.0,
710659,49.0,2289.0,90.0,M,5.0,,0.0,,,78.0,1.0,72.0,1.0,1.0,,1.0,,1.0
710659,49.0,2933.0,90.0,M,21.0,,0.0,,,59.0,1.0,53.0,,,,1.0,,
710659,49.0,2287.0,73.0,F,18.0,,0.0,,,44.0,5.0,36.0,,,1.0,4.0,4.0,
710659,49.0,2298.0,85.0,F,20.0,,0.0,,,23.0,5.0,21.0,1.0,,,1.0,1.0,
710659,49.0,978.0,90.0,F,29.0,1.0,0.0,,,39.0,,34.0,,,1.0,,,
710659,49.0,2273.0,,G,1.0,,0.0,,,,,,,,,,,
710659,49.0,2280.0,,D,28.0,,0.0,,,,,,,,,,,
710659,49.0,19720.0,,D,14.0,,0.0,,,,,,,,,,,
710659,49.0,22166.0,,D,31.0,,0.0,,,,,,,,,,,
710659,49.0,19220.0,10.0,M,19.0,,0.0,,,4.0,1.0,3.0,,,,,,
710659,49.0,2292.0,17.0,M,12.0,,0.0,,,11.0,,10.0,,,,2.0,1.0,
710659,49.0,48.0,,M,17.0,,0.0,,,,,,,,,,,
710659,49.0,548.0,,M,22.0,,0.0,,,,,,,,,,,
710659,49.0,17.0,10.0,M,10.0,,0.0,,,6.0,,5.0,,,,,,
710659,44.0,18911.0,90.0,G,1.0,,1.0,,4.0,31.0,1.0,12.0,,,,,,
710659,44.0,18916.0,90.0,D,2.0,,0.0,,,28.0,,20.0,1.0,1.0,2.0,,,
710659,44.0,2936.0,90.0,D,5.0,,0.0,,,29.0,,26.0,2.0,3.0,2.0,,,1.0
710659,44.0,18917.0,90.0,D,6.0,,0.0,,,30.0,,21.0,2.0,2.0,1.0,,,1.0
710659,44.0,18918.0,90.0,D,3.0,,0.0,,,31.0,,25.0,,3.0,5.0,,,1.0
710659,44.0,2790.0,70.0,M,7.0,,0.0,,,20.0,1.0,14.0,,,1.0,,,2.0
710659,44.0,18926.0,90.0,M,18.0,,0.0,,,32.0,2.0,19.0,1.0,,1.0,1.0,,1.0
710659,44.0,19268.0,90.0,M,8.0,,0.0,,,24.0,,19.0,4.0,,1.0,,,3.0
710659,44.0,18929.0,90.0,M,11.0,,0.0,,,27.0,,20.0,4.0,,2.0,,,1.0
710659,44.0,665.0,88.0,F,20.0,,0.0,,,14.0,1.0,10.0,1.0,,,1.0,1.0,
710659,44.0,18931.0,61.0,F,9.0,,0.0,,,8.0,,3.0,1.0,,,,,1.0
710659,44.0,18836.0,,G,13.0,,0.0,,,,,,,,,,,
710659,44.0,19495.0,,D,22.0,,0.0,,,,,,,,,,,
710659,44.0,18915.0,,D,28.0,,0.0,,,,,,,,,,,
710659,44.0,21383.0,2.0,D,23.0,,0.0,,,1.0,,1.0,,,,,,
710659,44.0,18922.0,,M,4.0,,0.0,,,,,,,,,,,
710659,44.0,19331.0,,D,14.0,,0.0,,,,,,,,,,,
710659,44.0,19169.0,29.0,F,19.0,,0.0,1.0,,7.0,1.0,5.0,1.0,,,1.0,,
710659,44.0,18930.0,20.0,F,27.0,1.0,0.0,,,3.0,,2.0,,1.0,,,,
710659,44.0,18927.0,,F,10.0,,0.0,,,,,,,,,,,
710660,52.0,18835.0,90.0,G,13.0,,0.0,,2.0,26.0,,22.0,,,,,,
710660,52.0,18847.0,90.0,D,2.0,,0.0,,,60.0,,49.0,5.0,,1.0,2.0,2.0,
710660,52.0,2729.0,90.0,D,16.0,,0.0,,,95.0,,85.0,1.0,,3.0,,,1.0
710660,52.0,67971.0,90.0,D,6.0,,0.0,,,87.0,,79.0,1.0,,1.0,1.0,1.0,
710660,52.0,182201.0,90.0,D,3.0,,0.0,,,48.0,2.0,37.0,1.0,,2.0,,,
710660,52.0,67972.0,90.0,M,23.0,1.0,0.0,,,40.0,4.0,33.0,4.0,,2.0,1.0,1.0,2.0
710660,52.0,2991.0,90.0,M,8.0,,0.0,,,53.0,,47.0,9.0,,1.0,1.0,1.0,
710660,52.0,18849.0,80.0,M,18.0,,0.0,1.0,,56.0,1.0,44.0,3.0,,2.0,1.0,1.0,3.0
710660,52.0,3247.0,90.0,F,11.0,1.0,0.0,,,32.0,2.0,30.0,3.0,,,7.0,2.0,1.0
710660,52.0,2928.0,89.0,F,20.0,,0.0,,,25.0,,18.0,,,,1.0,1.0,
710660,52.0,1135.0,80.0,F,22.0,,0.0,,,19.0,1.0,12.0,,,,5.0,4.0,2.0
710660,52.0,2930.0,,G,1.0,,0.0,,,,,,,,,,,
710660,52.0,18844.0,,D,5.0,,0.0,,,,,,,,,,,
710660,52.0,18840.0,,D,34.0,,0.0,,,,,,,,,,,
710660,52.0,18862.0,,D,17.0,,0.0,,,,,,,,,,,
710660,52.0,18852.0,,M,4.0,,0.0,,,,,,,,,,,
710660,52.0,19617.0,10.0,M,7.0,,0.0,,,2.0,,1.0,1.0,,,,,
710660,52.0,18843.0,10.0,M,15.0,,0.0,,,3.0,1.0,2.0,,,1.0,,,
710660,52.0,18853.0,,M,44.0,,0.0,,,,,,,,,,,
710660,52.0,3428.0,9.0,F,9.0,,0.0,,,1.0,,,,,,1.0,1.0,
710660,39.0,1590.0,90.0,G,1.0,,2.0,,4.0,20.0,,9.0,,,,,,
710660,39.0,18744.0,90.0,D,23.0,,0.0,,,40.0,,33.0,6.0,,,,,
710660,39.0,18741.0,90.0,D,16.0,,0.0,,,18.0,,11.0,1.0,2.0,1.0,,,
710660,39.0,2716.0,90.0,D,27.0,,0.0,,,55.0,,41.0,2.0,,1.0,,,1.0
710660,39.0,130.0,68.0,M,22.0,,0.0,,,21.0,,17.0,4.0,,,3.0,1.0,1.0
710660,39.0,2676.0,90.0,M,8.0,,0.0,,,54.0,,43.0,3.0,,1.0,2.0,1.0,4.0
710660,39.0,2677.0,90.0,M,28.0,,0.0,,,44.0,1.0,39.0,5.0,,1.0,1.0,1.0,
710660,39.0,21138.0,90.0,M,3.0,,0.0,,,35.0,,22.0,7.0,,,5.0,3.0,4.0
710660,39.0,41112.0,68.0,F,11.0,,0.0,,,15.0,,9.0,1.0,,,2.0,,2.0
710660,39.0,24888.0,89.0,F,26.0,,0.0,,,28.0,1.0,23.0,,,,2.0,,1.0
710660,39.0,2887.0,90.0,F,9.0,,0.0,,,15.0,,9.0,3.0,,2.0,4.0,2.0,1.0
710660,39.0,18737.0,,G,21.0,,0.0,,,,,,,,,,,
710660,39.0,144741.0,,G,13.0,,0.0,,,,,,,,,,,
710660,39.0,18739.0,,D,15.0,,0.0,,,,,,,,,,,
710660,39.0,2922.0,,M,32.0,,0.0,,,,,,,,,,,
710660,39.0,149564.0,,M,39.0,,0.0,,,,,,,,,,,
710660,39.0,285.0,,D,2.0,,0.0,,,,,,,,,,,
710660,39.0,18753.0,22.0,F,37.0,,0.0,,,7.0,,6.0,,,,1.0,1.0,
710660,39.0,1605.0,22.0,M,10.0,,0.0,,,7.0,,6.0,,,,,,
710660,39.0,129791.0,8.0,F,17.0,,0.0,,,1.0,,,,,,2.0,,
710661,45.0,2932.0,97.0,G,1.0,,0.0,,,20.0,,12.0,,,,,,
710661,45.0,18758.0,97.0,D,23.0,,0.0,,,57.0,,43.0,5.0,,1.0,3.0,2.0,
710661,45.0,19073.0,97.0,D,22.0,,0.0,,,51.0,1.0,44.0,,1.0,1.0,,,1.0
710661,45.0,2934.0,97.0,D,5.0,,0.0,,,58.0,,46.0,1.0,2.0,5.0,1.0,1.0,2.0
710661,45.0,2724.0,97.0,D,12.0,,0.0,,,53.0,1.0,47.0,1.0,1.0,1.0,1.0,,1.0
710661,45.0,138787.0,97.0,M,24.0,,0.0,,,20.0,,16.0,4.0,,,1.0,,3.0
710661,45.0,630.0,60.0,M,8.0,,0.0,,,37.0,1.0,32.0,3.0,,3.0,1.0,,
710661,45.0,326.0,82.0,M,6.0,,0.0,,,41.0,3.0,35.0,4.0,,,3.0,3.0,2.0
710661,45.0,18781.0,93.0,M,11.0,,0.0,,,29.0,1.0,25.0,3.0,,1.0,6.0,4.0,
710661,45.0,18854.0,97.0,F,14.0,,0.0,,,30.0,,25.0,1.0,,1.0,3.0,2.0,1.0
710661,45.0,2413.0,97.0,F,7.0,,0.0,,,13.0,,8.0,,,2.0,3.0,1.0,
710661,45.0,18858.0,,G,15.0,,0.0,,,,,,,,,,,
710661,45.0,19150.0,10.0,D,4.0,,0.0,,,3.0,,,,,1.0,,,
710661,45.0,17661.0,,D,32.0,,0.0,,,,,,,,,,,
710661,45.0,18760.0,,D,2.0,,0.0,,,,,,,,,,,
710661,45.0,1455.0,,F,17.0,,0.0,,,,,,,,,,,
710661,45.0,3240.0,4.0,M,25.0,,0.0,,,,,,,,,,,
710661,45.0,18762.0,37.0,M,26.0,,0.0,,,11.0,,8.0,,,,1.0,1.0,1.0
710661,45.0,18768.0,,F,20.0,,0.0,,,,,,,,,,,
710661,45.0,2461.0,,F,33.0,,0.0,,,,,,,,,,,
710661,47.0,159.0,97.0,G,1.0,,0.0,,2.0,23.0,,21.0,,,,,,
710661,47.0,30776.0,97.0,D,4.0,,0.0,,,61.0,,54.0,3.0,4.0,1.0,,,1.0
710661,47.0,175.0,97.0,D,15.0,,0.0,,,52.0,,48.0,,1.0,,,,
710661,47.0,164.0,97.0,D,33.0,,0.0,,,78.0,1.0,65.0,3.0,,1.0,,,1.0
710661,47.0,1566.0,97.0,M,12.0,,0.0,,,47.0,,40.0,3.0,,1.0,,,3.0
710661,47.0,2735.0,97.0,M,5.0,,0.0,,,76.0,,67.0,4.0,,,3.0,2.0,
710661,47.0,180.0,97.0,M,29.0,,0.0,,,46.0,2.0,43.0,3.0,1.0,2.0,1.0,,1.0
710661,47.0,739.0,71.0,M,3.0,,0.0,,,35.0,1.0,24.0,,,2.0,4.0,2.0,
710661,47.0,178.0,71.0,F,27.0,,0.0,,,28.0,1.0,22.0,,,,2.0,2.0,2.0
710661,47.0,186.0,85.0,F,7.0,,0.0,,,27.0,1.0,23.0,,,,4.0,3.0,2.0
710661,47.0,184.0,97.0,F,10.0,,0.0,,,34.0,1.0,26.0,,,,2.0,1.0,1.0
710661,47.0,30418.0,,G,22.0,,0.0,,,,,,,,,,,
710661,47.0,168.0,,D,6.0,,0.0,,,,,,,,,,,
710661,47.0,18742.0,26.0,D,2.0,,0.0,,,11.0,,9.0,,,1.0,2.0,1.0,2.0
710661,47.0,149550.0,,D,25.0,,0.0,,,,,,,,,,,
710661,47.0,662.0,12.0,M,28.0,,0.0,,,,,,,,,,,1.0
710661,47.0,1578.0,26.0,M,18.0,,0.0,,,11.0,,8.0,,,,,,
710661,47.0,182.0,,M,8.0,,0.0,,,,,,,,,,,
710661,47.0,172.0,,M,20.0,,0.0,,,,,,,,,,,
710661,47.0,244.0,,F,23.0,,0.0,,,,,,,,,,,
710662,63.0,20619.0,90.0,G,1.0,,1.0,,2.0,26.0,,21.0,,,,,,
710662,63.0,19126.0,90.0,D,15.0,,0.0,,,40.0,2.0,25.0,3.0,,2.0,,,
710662,63.0,47302.0,90.0,D,14.0,,0.0,,,54.0,1.0,44.0,,,3.0,,,
710662,63.0,19118.0,90.0,D,6.0,,0.0,,,49.0,,41.0,3.0,,3.0,1.0,,
710662,63.0,64003.0,90.0,D,21.0,,0.0,,,45.0,,36.0,1.0,,2.0,,,
710662,63.0,19130.0,90.0,M,23.0,,0.0,,,45.0,1.0,34.0,,,3.0,,,2.0
710662,63.0,1496.0,90.0,M,10.0,1.0,0.0,,,31.0,4.0,21.0,,,2.0,9.0,2.0,1.0
710662,63.0,19127.0,89.0,M,4.0,,0.0,,,43.0,1.0,36.0,,,1.0,6.0,3.0,
710662,63.0,935.0,90.0,M,19.0,,0.0,,,36.0,1.0,25.0,,,1.0,1.0,1.0,
710662,63.0,19128.0,83.0,M,22.0,,0.0,,,22.0,1.0,18.0,2.0,,,10.0,4.0,2.0
710662,63.0,19329.0,90.0,F,20.0,,0.0,,,27.0,,19.0,2.0,,1.0,1.0,,
710662,63.0,39105.0,,G,13.0,,0.0,,,,,,,,,,,
710662,63.0,297187.0,,D,33.0,,0.0,,,,,,,,,,,
710662,63.0,153411.0,,D,37.0,,0.0,,,,,,,,,,,
710662,63.0,278392.0,1.0,D,35.0,,0.0,,,3.0,,1.0,1.0,,,,,
710662,63.0,3008.0,,M,43.0,,0.0,,,,,,,,,,,
710662,63.0,19139.0,11.0,F,11.0,,0.0,,,4.0,,4.0,1.0,,,1.0,1.0,
710662,63.0,44928.0,,M,39.0,,0.0,,,,,,,,,,,
710662,63.0,162446.0,,M,26.0,,0.0,,,,,,,,,,,
710662,63.0,37724.0,,M,38.0,,0.0,,,,,,,,,,,
710662,46.0,2728.0,90.0,G,1.0,,1.0,,4.0,38.0,,27.0,,,,,,
710662,46.0,18771.0,90.0,D,21.0,,0.0,,,19.0,,11.0,6.0,,1.0,2.0,1.0,3.0
710662,46.0,18776.0,90.0,D,4.0,,0.0,,,23.0,,17.0,1.0,1.0,1.0,,,2.0
710662,46.0,18772.0,90.0,D,6.0,,0.0,,,55.0,,39.0,2.0,1.0,,,,1.0
710662,46.0,2920.0,90.0,D,27.0,,0.0,,,37.0,,23.0,4.0,,1.0,1.0,,1.0
710662,46.0,18786.0,90.0,M,25.0,,0.0,,,44.0,,31.0,5.0,,2.0,1.0,,1.0
710662,46.0,22233.0,90.0,M,42.0,,0.0,1.0,,27.0,2.0,21.0,5.0,,1.0,2.0,2.0,
710662,46.0,2926.0,77.0,M,8.0,,0.0,,,31.0,1.0,21.0,1.0,,1.0,1.0,1.0,1.0
710662,46.0,18767.0,80.0,F,37.0,,0.0,,,18.0,1.0,15.0,5.0,1.0,,,,1.0
710662,46.0,18788.0,90.0,F,9.0,,0.0,,,16.0,,9.0,,,,1.0,,
710662,46.0,18778.0,70.0,F,7.0,1.0,0.0,,,15.0,,12.0,2.0,,,5.0,1.0,
710662,46.0,18146.0,,G,12.0,,0.0,,,,,,,,,,,
710662,46.0,152969.0,,D,33.0,,0.0,,,,,,,,,,,
710662,46.0,18943.0,,D,23.0,,0.0,,,,,,,,,,,
710662,46.0,3421.0,20.0,D,18.0,,0.0,,,8.0,,8.0,,,1.0,,,
710662,46.0,18784.0,10.0,M,10.0,,0.0,,,6.0,,5.0,,,,,,1.0
710662,46.0,148099.0,13.0,M,22.0,,0.0,,,11.0,1.0,8.0,,1.0,,,,
710662,46.0,18906.0,,F,17.0,,0.0,,,,,,,,,,,
710662,46.0,1098.0,,F,29.0,,0.0,,,,,,,,,,,
710662,46.0,2778.0,,F,14.0,,0.0,,,,,,,,,,,
710663,33.0,882.0,90.0,G,1.0,,2.0,,5.0,18.0,,9.0,,,,,,
710663,33.0,885.0,45.0,D,3.0,,0.0,,,22.0,,16.0,1.0,,,1.0,,
710663,33.0,889.0,90.0,D,2.0,,0.0,,,59.0,,54.0,,,,,,
710663,33.0,2935.0,90.0,D,5.0,,0.0,,,59.0,,51.0,2.0,1.0,2.0,,,
710663,33.0,18846.0,90.0,M,29.0,,0.0,,,30.0,,24.0,2.0,,1.0,2.0,1.0,
710663,33.0,1485.0,90.0,M,18.0,,0.0,,,35.0,,27.0,5.0,,,,,3.0
710663,33.0,903.0,90.0,M,39.0,,0.0,,,32.0,,29.0,1.0,,3.0,1.0,1.0,2.0
710663,33.0,905.0,80.0,M,17.0,,0.0,,,46.0,1.0,38.0,1.0,1.0,,,,4.0
710663,33.0,891.0,73.0,M,23.0,,0.0,,,33.0,2.0,22.0,1.0,1.0,,,,
710663,33.0,897.0,67.0,F,11.0,,0.0,,,16.0,,14.0,1.0,,,2.0,,
710663,33.0,874.0,90.0,F,7.0,,0.0,,,19.0,,16.0,,,,1.0,,
710663,33.0,19088.0,,G,26.0,,0.0,,,,,,,,,,,
710663,33.0,886.0,,D,20.0,,0.0,,,,,,,,,,,
710663,33.0,378.0,17.0,D,27.0,,0.0,,,8.0,,6.0,4.0,,,,,
