Puebla,Atlético San Luis
0.3372966553782316,0.5426337095513559
0.36657145942992725,0.3317232488578101
0.19919354776569637,0.1013946534244627
0.07216068145474286,0.020661552018569767
0.01960592099902447,0.0031577088934040573
0.004261513394504942,0.0003860745967784585
