DC United,Montreal Impact
0.24100194243496137,0.09505107911331714
0.3429337828246968,0.22368758797930083
0.24398886211092197,0.26320656999772624
0.11572800701025078,0.2064715916688193
0.04116880015759475,0.12147450812100909
0.01171623118864113,0.05717418460902781
