León FC,América
0.2798266693140085,0.4657291935977921
0.3563830222395391,0.3558874026549166
0.22694201887895182,0.13597584724079365
0.0963433099014418,0.03463535731605122
0.03067534631295907,0.006616660241981477
0.00781353160801788,0.0010112254332084903
