Pumas,Rayados
0.29445134274146534,0.15444387329322365
0.3600084341442822,0.2884894991703611
0.22008062766556125,0.26943830582892214
0.08969323693539856,0.16776347344064962
0.02741566864817843,0.07834237674822786
0.0067039068996300535,0.029267529426696446
