Vancouver Whitecaps,Chicago Fire
0.3600165295133189,0.25924584056518973
0.3677948066166246,0.34997630478365693
0.18787056799451185,0.23623023930295908
0.06397652474263282,0.10630191282165016
0.016339689720308956,0.03587632356959694
0.0033385428324531176,0.009686452924171843
