Los Angeles Galaxy,Atlanta United FC
0.22200762045232772,0.30411400154672374
0.33413114194963545,0.36200290544901625
0.2514409635874209,0.21545555759851395
0.12614320193935605,0.08548936413002432
0.04746275378667814,0.025440622630542524
0.014286702492919646,0.006056662476471635
