FC Cincinnati,Nashville SC
0.24543887774172196,0.19838577650991623
0.34476979142795944,0.32089728160218395
0.24215032715062135,0.2595323796676628
0.11338344676562778,0.13993482225767667
0.03981763978515325,0.056587605288487865
0.011186426119766528,0.01830656313059365
