Chivas,Pachuca
0.6652800695225407,0.5069994891329049
0.2711330094657902,0.34437701148650146
0.05524974532510444,0.11695823031617038
0.007505625780014186,0.026481108750831026
0.0007647241360769172,0.00449679205202791
6.2332231468911e-05,0.0006108849580113388
