Portland Timbers,San José Earthquakes
0.10147221339456092,0.2014247699638952
0.23216540825297804,0.3227508284039459
0.26559377678934687,0.25857817103155967
0.20255688907328726,0.13810999001856028
0.11586103543266563,0.05532476678183744
0.0530173210812792,0.01772980980769524
